ba_score,beer_number,comment,date,feel,look,overall,rdev,smell,taste,username 
4,95837,,"Jul 15, 2017",4,4,4,,4,4,Bunuelian
4.04,95837,,"Jul 10, 2017",4,4,4,,3.75,4.25,BarrelAgedG
4,95837,,"Jul 09, 2017",4,4,4,,4,4,8BaconBits
4.06,95837,,"Jun 26, 2017",4.5,4,4.25,,4.25,3.75,vin360
3.93,95837,,"Jun 26, 2017",4,3.75,4,-0.8%,3.75,4,Ristaccia
4,169181,,"May 25, 2017",4,4,4,-2.7%,4,4,sharpski
4,169181,,"Jan 27, 2017",4,4,4,-2.7%,4,4,NickThePyro
4,169181,,"Dec 29, 2015",4,4,4,-2.7%,4,4,Paccamacca
4.25,169181,,"Oct 03, 2015",4.25,4.25,4.25,,4.25,4.25,Elicoleman
4.25,169181,,"Sep 26, 2015",4.25,4.25,4.25,,4.25,4.25,atlbravsrno1
4.04,308951,,"Apr 25, 2018",3.5,3.75,4,,4,4.25,hreb
3.78,308951,,"Mar 30, 2018",4,3.75,3.75,,3.75,3.75,stevoj
2.85,125693,,"Aug 23, 2015",2.5,3,3,-2.1%,3,2.75,vienna_mantrap
1.34,125693,,"Aug 15, 2015",1,2.75,1.25,-54%,1.75,1,travolta
3.01,125693,"12oz bottle, from a random grocery store in Sandpoint, Idaho.  Maybe a strange introduction to this brewery for me, but they was sellin' it, and I was buyin'.<br>
<br>
This beer pours a clear, bright medium golden yellow colour, with just a few teensy floaties, and one finger of puffy, loosely foamy, and mostly just bubbly dirty white head, which leaves some minor low-lying raincloud lace around the glass as things quickly settle.<br>
<br>
It smells of semi-sweet lemon and lime juice, bready pale malt, a soft stoney flintiness, and an ethereal and rather indistinct bitterness.  The taste is fairly sweet lemon/lime, perhaps a bit of those sugary candied orange slices for good measure, an underwhelmingly malty graininess, and a still hard to detect, wan, and let's just say leafy and earthy bitterness.<br>
<br>
The carbonation is pretty much inert for the most part, barely a frothy tickle to be bargained for, the body a so-so middleweight, but bolstered by that heady saccharine character, so of course it's smooth, smooth, smooth!  It finishes sweet, but on the downswing, as my palate, being North American, is now duly acclimatized, and I now find this not to be all that.<br>
<br>
Yeah, a simple fruit beer, one where the underlying brew is more or less obfuscated, in that it's hard to determine (or just not worth it) if it's even a lager or a blonde ale in there.  Kind of flat, overall, and not in the same league as the better domestic citrus radlers currently available, if you look around.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">1,479 characters</span><br><br>","Aug 08, 2015",3.5,3,2.5,,3.25,3,biboergosum
2.1,125693,,"Aug 06, 2015",3,3,2,-27.8%,1.75,2,LeGranFromage
3.93,125693,,"Aug 02, 2015",4,3.75,4,,3.75,4,jason_nwx
3.25,93805,,"Nov 15, 2015",3.25,3.25,3.25,-3.8%,3.25,3.25,pjvie
3.59,93805,,"Sep 25, 2015",3.75,3.75,3.75,,3.5,3.5,BlueSpader
4.5,93805,,"Sep 12, 2015",4.5,4.5,4.5,,4.5,4.5,cantak
3.52,93805,,"Sep 02, 2015",3.25,3.5,3.5,,3.25,3.75,Salemjeff
3.12,93805,,"Sep 01, 2015",3,3,3,-7.7%,3.5,3,gspeer711
4.09,169502,,"Sep 24, 2015",4.25,4,4,,4.25,4,Mikeypnh
3.57,95837,,"Jun 25, 2017",3.5,3.75,3.75,-9.8%,3.5,3.5,jera1350
3.5,169181,,"Jul 14, 2015",3.5,3.5,3.5,-14.8%,3.5,3.5,BakaGaijin
4.75,169181,,"Jul 04, 2015",4.75,4.75,4.75,,4.75,4.75,Nicole_Wyman
4.1,169181,"rb<br>
<br>
Mini-growler fill from the Boise pub tonight... Poured into my new Teku... Beautiful pinkish orange with little head retention or lacing.. Bright REAL strawberry in the nose and on the palate.. lemon lactic notes freshen up the fruitiness.. Like an adult strawberry lemonade.. Strawberry beers are tough to get right and still pack enough fruit in... This one is done well... Would LOVE to see it in bottles at some point.<br>
<br>
4/4/4.25/4/4<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">440 characters</span><br><br>","Apr 21, 2015",4,4,4,-0.2%,4,4.25,JohnGalt1
4.2,308951,"Bomber purchased at a grocery.  Poured in to a pint glass. <br>
<br>
Pours a pale gold color, clear, with a small white head. <br>
<br>
Smell is a very sweet pine scent.<br>
<br>
Taste is well balanced, a sweet bread flavor up front,  with a pine and citrus flavor on the finish.<br>
<br>
Mouthfeel is smooth and slightly cloying with a wet bitter sweet aftertaste.<br>
<br>
Overall a nice IPA.  Reminds me a little of the Tricerahops from Ninkasi.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">408 characters</span><br><br>","Jan 22, 2018",4,3.75,4.25,,4.25,4.25,RJLarse
2.54,308951,,"Dec 01, 2017",4,4,2.5,-31.4%,2.5,2,Blackthorne83
3.83,308951,,"Nov 15, 2017",3.75,4,3.75,,4,3.75,Vonerichs
3.88,308951,,"Nov 03, 2017",4,4.5,3.75,,4,3.75,Shortbox81
3.65,308951,,"Oct 25, 2017",3.5,4,3.5,-1.4%,4,3.5,GClarkage
2.07,125693,,"Aug 01, 2015",1.75,2,1.75,-28.9%,3,1.75,chad_e_martin
3.21,125693,,"Jul 21, 2015",3.25,3.5,3.25,,3,3.25,Beardo
2.5,125693,,"Jul 14, 2015",2.5,2.5,2.5,-14.1%,2.5,2.5,BakaGaijin
2.54,125693,,"Jul 10, 2015",3,3,2,-12.7%,4,1.75,Brazenbookbug
2.98,125693,,"Jun 13, 2015",3,2.75,2.75,,2.75,3.25,TrueMetalJake
4.5,179587,,"Aug 26, 2017",4.5,4.5,4.5,,4.5,4.5,Big_Thirsty
3.29,179587,,"Jun 20, 2017",3.5,3.5,3.25,-7.1%,3.25,3.25,mdaschaf
3.56,179587,,"Nov 29, 2016",3.5,3.5,3.5,,3.75,3.5,shoretaxi
3.37,179587,,"Oct 27, 2016",3.25,3.5,3.25,-4.8%,3.25,3.5,Gagnonsux
3.32,179587,,"Jun 13, 2016",3.5,4,3.25,-6.2%,3.25,3.25,LXIXME
2.4,93805,"Look: no head. Crystal clear pale yellow in color. No lacing.<br>
<br>
Smell: Like Sprite. Lemon and lime.<br>
<br>
Taste: Far to much residual sugar. Hardly any tartness shines through from the Berliner Weisse base. Flavor profile reminds me very much of Shock Top Lemon Shandy. Suprisingly zesty. Sickly sweet bready  malt. Finish leaves lingering residual sugar. <br>
<br>
Feel: Crisp, light body. Good carbonation.<br>
<br>
Overall: Ordered this at a bar because it was there and I hadn't tried it before. Not my cup of tea. Fruit beers can be good from time to time but this is just way to sweet.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">569 characters</span><br><br>","Aug 28, 2015",3,3.25,2.5,-29%,2.5,2,Dikfour
3.65,93805,,"Aug 21, 2015",3.5,4,3.5,,4,3.5,aasher
3.53,93805,,"Aug 17, 2015",3.5,4,3.5,,3.5,3.5,largadeer
3.85,170128,,"Jan 15, 2018",4,4,3.75,-3%,4,3.75,jeswasgui
4,170128,,"Jan 15, 2018",4,4,4,,4,4,Beerbuddha
4.62,170128,,"Jan 13, 2018",4.5,4.75,4.5,,4.5,4.75,Krajnyak
3.81,170128,,"Jan 11, 2018",3.75,3.75,3.75,-4%,4,3.75,Bustersuess
4.02,170128,"Pour is a gorgeous golden copper color with a tan head, and ample amounts of hop haze.  The first thing I notice on the nose is a sledgehammer wallop of tropical fruit - maybe pineapple and passion fruit?  There’s also a significant malt presence.<br>
<br>
The taste has a dank component (thank you, Mosaic hops), with a dollop of passion fruit - but there’s also resiny pine notes which I didn’t get on the nose, and a bitter hop bite in general, lus some nice caramalt notes.<br>
<br>
This is an old-school IPA which is worthy of your time, IMHO.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">538 characters</span><br><br>","Jan 07, 2018",4,4.25,4,,4,4,ovaltine
3.92,45496,,"Feb 24, 2018",3.75,3.75,4,,4.25,3.75,Pacioli1445
3.5,45496,,"Dec 27, 2017",3.5,3.5,3.5,-4.1%,3.5,3.5,1971bernat
4.72,45496,"It’s a dark beer that goes down like a lager.  Crisp, bubbly, and flavorful.  Malty!  I’ve been drinking too many IPA’s that I forgot how much I like malty beers.  I wish I had more.<br>
<br>
Taste is that of semi sweet chocolate and a somewhat dry finish.  I’m also pick up a bit of captain crunch.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">299 characters</span><br><br>","Sep 13, 2017",4.75,4.25,4.75,,4.75,4.75,kotocar
3.17,45496,,"Jun 20, 2017",3.25,3.5,3.25,-13.2%,3.25,3,mdaschaf
4.04,135279,,"May 23, 2016",4,4,4,-8.8%,3.75,4.25,Asics
4.5,135279,,"Apr 17, 2015",4.5,4.5,4.5,,4.5,4.5,gefinley
3.21,179592,,"Aug 04, 2015",2.75,3.75,2.75,-14.2%,4,3,DOCRW
4,179592,,"Jul 03, 2015",4,4,4,,4,4,Nick29
4,179592,,"Jun 29, 2015",4,4,4,,4,4,cherche
3.85,179587,,"Dec 24, 2015",4.5,3.5,3.75,,3.5,4,cshields
3.41,179587,"Pours a thin head on a hazy straw body.<br>
The aroma is mild grain.<br>
The taste is grainy but balanced.<br>
The texture is softer.<br>
Not amazing but it's fine...<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">150 characters</span><br><br>","Dec 01, 2015",4,3,3.25,-3.7%,3.25,3.5,Fatehunter
3.19,93805,,"Aug 17, 2015",2.75,4,3.25,-5.6%,3,3.25,westcoastbeerlvr
3.25,93805,,"Aug 17, 2015",3.25,3.25,3.25,-3.8%,3.25,3.25,YeastEnthusiast
3.25,93805,,"Aug 15, 2015",3.25,3.25,3.25,-3.8%,3.25,3.25,rfreed
4.05,170128,,"Jan 05, 2018",4,3.75,4,,4.25,4,pirmannt1
3.59,170128,,"Dec 25, 2017",3.75,3.5,3.5,-9.6%,3.75,3.5,jimpyle48
4,170128,,"Dec 21, 2017",4,4,4,,4,4,brewme
3.39,45496,,"Apr 10, 2017",3,3.25,3.25,-7.1%,3.5,3.5,HochFliegen
2.75,45496,,"Apr 01, 2017",2.75,2.75,2.75,-24.7%,2.75,2.75,kvgomps
3.99,45496,,"Mar 07, 2017",4,3.75,4,,4,4,DallasK
3.06,45496,,"Dec 08, 2016",3.25,3.5,3,-16.2%,3,3,Quesophresco
3.96,45496,,"Dec 03, 2016",4,4.25,4,,3.75,4,Haybeerman
3.47,45496,,"Nov 30, 2016",3.75,4.25,3.5,-4.9%,3.5,3.25,Lingenbrau
4.51,54905,,"Jan 23, 2016",4.5,4.5,4.25,,4.75,4.5,ericat78
3.55,54905,,"Jan 16, 2016",3.5,4.25,3.5,-14.3%,3.5,3.5,Mikeypnh
3.94,54905,,"Jan 10, 2016",3.75,4,4,-4.8%,4.25,3.75,Ivybus
3.51,54905,,"Jan 02, 2016",3.5,4.25,3.5,-15.2%,3.75,3.25,Hudson2508
4,179587,,"Nov 15, 2015",4,4,4,,4,4,pjvie
3.53,179587,,"Oct 24, 2015",3.75,3.5,3.5,-0.3%,3.5,3.5,westcoastbeerlvr
3.5,179587,,"Sep 13, 2015",3.5,3.5,3.5,-1.1%,3.5,3.5,John_Squires
3.15,179587,,"Jul 14, 2015",3.25,3.25,3.25,-11%,3.25,3,BakaGaijin
3,179587,,"Jun 29, 2015",3,3,3,-15.3%,3,3,cherche
3.36,93805,,"Jul 21, 2015",3.25,3.5,3.5,-0.6%,3,3.5,Beardo
3.99,93805,,"Jul 07, 2015",4,3.75,4,,4,4,mikesubocz
3.25,93805,,"Jul 06, 2015",3.25,3.25,3.25,-3.8%,3.25,3.25,Rick778
3.5,93805,,"Jun 30, 2015",3.5,3.5,3.5,,3.5,3.5,NickThePyro
3.75,93805,,"Jun 29, 2015",3.75,3.75,3.75,,3.75,3.75,cherche
3.67,93805,,"Jun 26, 2015",3.5,3,3.5,,3.5,4,grittybrews
3.96,182131,,"Aug 05, 2015",3.75,3.75,4,,4,4,brandon911
3.9,182131,,"Aug 01, 2015",4,4,4,-1%,4,3.75,cgrunin
4.2,182131,,"Jul 29, 2015",4,4,4,,4,4.5,Karibourgeois
3.13,182131,,"Jul 27, 2015",3.25,3,3,-20.6%,3,3.25,tubeyes
4.24,182131,,"Jul 26, 2015",4.25,4,4.25,,4.25,4.25,Gagnonsux
4,170128,,"Dec 16, 2017",4,4,4,,4,4,ninaturner
3.84,170128,,"Dec 08, 2017",3.75,4.25,3.75,-3.3%,4,3.75,DavetotheB
3.58,170128,,"Nov 24, 2017",3.5,3.75,3.5,-9.8%,3.75,3.5,Rollmeaway2loadout
3.72,170128,,"Nov 23, 2017",4.25,4,3.75,-6.3%,3.75,3.5,BlueShepard19
3.94,170128,,"Nov 09, 2017",4,4,4,-0.8%,3.75,4,Happyyb
3.75,170128,,"Nov 08, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,Kuges
3.89,75401,,"Jul 07, 2015",3.75,4,3.75,,4.25,3.75,CSO
4.1,75401,,"Jun 17, 2015",4,4,4,,4,4.25,ChaseTheAce
4,75401,,"May 29, 2015",4,4,4,,4,4,XicanoBeerRun
3.95,75401,,"May 28, 2015",3.5,3,4,,4.25,4,Karibourgeois
3.5,75401,,"May 20, 2015",3.5,3.5,3.5,-7.4%,3.5,3.5,Westyn
3.42,84605,,"Oct 11, 2012",3,3,3.5,-0.3%,3.5,3.5,Reidrover
2.95,84605,"Bottle opened on 10.2.12.<br>
<br>
A - Pours a pale light yellow-orange with a soapy white half inch head with ok retention. <br>
<br>
S - Light, pale, and pilsner-like<br>
<br>
T - Wheat, corn, and some vomit.<br>
<br>
D - Good carbonation with a light body. Barf finish.<br>
<br>
O - Sorry, this is just not good. Sour, vomit-like flavors.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">301 characters</span><br><br>","Oct 03, 2012",4,3.5,2.5,-14%,3.5,2.5,HuskyinPDX
3.75,211580,,"Jan 20, 2018",3.75,3.75,3.75,-2.6%,3.75,3.75,Beerbuddha
3.91,211580,,"Feb 20, 2017",3.75,3.75,3.75,,4,4,Ruger_44-Redhawk
3.51,114403,"On tap at the brewpub in Boise. <br>
Clear, red amber body with a very good head and  fine lacing. <br>
Aroma is normal strength for style, and more hoppy than malty. A suggestion of sweetness that does not appear in the flavor.  <br>
Flavor is overly bitter for character. <br>
Medium body.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">275 characters</span><br><br>","Jun 02, 2017",4,4.5,3.5,,3.5,3.25,chinchill
3.59,114403,"Draft at the brewpub last night... Pours clear amber red with a pretty off white foamy head, great lacing.. Nose is definitely a PNW Amber... nice citrus with lesser tropical fruity hops mesh well with the expected toasty and light caramel malts... Pretty standard amber.. no flaws, just a little boring for me.<br>
<br>
4/3.75/3.5/3.5/3.5<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">331 characters</span><br><br>","Jan 11, 2016",3.5,4,3.5,,3.75,3.5,JohnGalt1
3.82,114403,,"Jan 31, 2015",4,3.75,3.75,,3.5,4,Phlipmode
2.61,114403,,"Mar 01, 2014",2.5,2.5,2.75,-22.8%,2.75,2.5,stevoj
4,84174,,"Apr 28, 2018",4,4,4,-0.7%,4,4,paulish
4.43,84174,,"Apr 28, 2018",4.5,4.25,4.5,,4.25,4.5,AuntBea
4.7,84174,,"Apr 24, 2018",4.5,4.5,4.5,,4.5,5,G8orLvr
4,84174,,"Apr 19, 2018",4,4,4,-0.7%,4,4,cmoore32
4.23,84174,,"Apr 14, 2018",4,4.5,4,,4,4.5,Antwon616
3.92,45496,,"Oct 27, 2016",3.75,4,4,,3.75,4,Gagnonsux
3.61,45496,"22 oz. bottle:<br>
<br>
Pours dark brown to black with a lasting tan head. Lacing sticks.<br>
<br>
The smell is of roasted coffee, milk chocolate with a touch of dark earthy notes.<br>
<br>
The taste is of sweet dark malt (chocolate) with pumpernickel bread and a touch of dark fruit/earthy spicing. Restrained coffee roast in the balanced finish.<br>
<br>
It is light-bodied. Pretty smooth.<br>
<br>
An ale version of a decent schwarzbier.<br>
<br>
<br>
The taste is<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">415 characters</span><br><br>","Sep 07, 2016",3.5,4.25,3.5,-1.1%,3.75,3.5,jwc215
4.79,54905,,"Dec 26, 2015",4.25,4.5,4.75,,4.75,5,SuburbanCowboy
3.88,54905,,"Dec 18, 2015",3.75,4,4,-6.3%,4,3.75,Ryannotbryan
1.29,54905,,"Dec 06, 2015",1.5,3,1,-68.8%,1.5,1,chrismann65
4.1,54905,,"Dec 03, 2015",4,4,4.5,-1%,4,4,MrIncrediBill
3.51,54905,,"Dec 02, 2015",3.25,4,3.5,-15.2%,3.5,3.5,Redgoatman
3.8,93805,,"Jun 24, 2015",4,4,4,,4,3.5,WORfan
4.25,182131,,"Jul 18, 2015",4.25,4.25,4.25,,4.25,4.25,kjkinsey
3.75,170128,,"Nov 08, 2017",3.75,3.75,3.75,-5.5%,3.75,3.75,mrcraft
3.4,170128,,"Oct 18, 2017",4,3,3.5,-14.4%,3,3.5,Oscillator
3.91,170128,,"Oct 14, 2017",4,4.5,4,-1.5%,3.5,4,Ghrymm
4,170128,,"Oct 14, 2017",4,4,4,,4,4,DaPan
3.65,170128,,"Oct 08, 2017",3.75,3.75,3.75,-8.1%,3.75,3.5,VeganUndead
3.57,75401,,"May 19, 2015",3.5,3.75,3.75,-5.6%,3.5,3.5,Domvan
3.79,75401,,"May 17, 2015",3.5,3.75,3.75,,4,3.75,KAF
4.58,75401,,"May 10, 2015",4.75,4.5,4.75,,4.5,4.5,Mikeypnh
3.58,211580,,"Dec 08, 2016",3.5,3.75,3.5,-7%,3.75,3.5,Quesophresco
3.94,211580,,"Oct 29, 2016",4,4,4,,3.75,4,Skrumpy
3,211580,,"Oct 01, 2016",3,3,3,-22.1%,3,3,Dum3z
4.19,211580,,"Sep 15, 2016",4.25,4.25,4.25,,4,4.25,MeanMotaScootah
3.86,84174,,"Apr 10, 2018",3.5,4,3.75,-4.2%,4.25,3.75,tem3175
4.11,84174,,"Mar 30, 2018",4.25,3.75,4,,4,4.25,stevoj
4,84174,,"Mar 07, 2018",4,4,4,-0.7%,4,4,Sevinup07
4.06,84174,,"Feb 26, 2018",4,4,4,,4.25,4,RaulMondesi
4.25,84174,,"Feb 18, 2018",4.25,4.25,4.25,,4.25,4.25,Bmarkalan1970
3,45496,,"Aug 20, 2016",3,3,3,-17.8%,3,3,Elicoleman
3.75,45496,,"Aug 01, 2016",3.75,3.75,3.75,,3.75,3.75,COR8RFAN
3.85,45496,,"Jul 27, 2016",3.75,3.75,3.75,,3.75,4,puck1225
3.75,45496,,"Jul 22, 2016",3.75,3.75,3.75,,3.75,3.75,mrcraft
4,45496,,"Jul 15, 2016",4,4,4,,4,4,elglueckert
4.36,43535,,"Mar 19, 2017",4.5,4,4.25,,4.25,4.5,Shafaegalo
3.81,43535,,"Mar 15, 2017",3.75,3.75,3.75,-6.2%,4,3.75,Pro_Magnon
3.43,43535,,"Feb 17, 2017",4,4.25,3.25,-15.5%,3,3.5,delta490
3.78,43535,,"Jan 29, 2017",4,3.75,3.75,-6.9%,3.75,3.75,varian7
4.15,43535,,"Jan 16, 2017",4,4,4.25,,4,4.25,En29356
4.2,54905,"On tap at Lone Star Taps &amp; Caps on 11/30/2015.<br>
<br>
The nose is wonderful and the whisky is perfectly balanced.  On the taste, the whisky is a little overwhelming and intense, not balanced. Still very tasty.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">203 characters</span><br><br>","Nov 30, 2015",4,4.5,4.25,,4.5,4,DucksFan16
4.25,54905,,"Nov 29, 2015",4.25,4.25,4.25,,4.25,4.25,brandon911
1.79,54905,,"Nov 24, 2015",3,3,1.75,-56.8%,1.5,1.5,valarking
3.59,54905,,"Nov 24, 2015",3.25,4,3.5,-13.3%,4.25,3.25,churchillps
3.77,54905,,"Nov 22, 2015",3.75,4,3.75,-8.9%,3.75,3.75,galuskan
3.49,93805,,"Jun 24, 2015",3,3.5,3.5,,3.25,3.75,arini10
4.03,93805,,"Feb 04, 2015",4.25,3.25,3.75,,4,4.25,semogolf1
4.1,170128,,"Oct 08, 2017",4,4,4,,4,4.25,sisterofba
4.13,170128,,"Oct 06, 2017",3.75,4.5,4,,4.5,4,Adam1993
3.37,170128,,"Oct 02, 2017",3.75,3.5,3.5,-15.1%,3.25,3.25,MThompson
4.49,170128,,"Sep 30, 2017",4.5,4.25,4.5,,4.5,4.5,11rufus11
4.06,170128,,"Sep 25, 2017",4,4,4,,4.25,4,Rilesmiles
4.1,65536,,"Dec 16, 2014",4,4,4,,4,4.25,erushing
4.18,45617,,"Jul 21, 2017",4.25,4,4.25,,4,4.25,Casey_L
4.38,45617,,"Jul 11, 2017",4.5,4.5,4.5,,4,4.5,userofthiswebsite
3.92,45617,,"Jul 01, 2017",3.75,4,4,-5.3%,3.75,4,deac83
4.11,45617,,"Jun 10, 2017",4.5,4.25,4,-0.7%,3.75,4.25,azentay174
3,183557,,"Apr 01, 2017",3,3,3,-13.8%,3,3,kvgomps
3.6,183557,,"Jun 13, 2016",3.75,3.75,3.5,,3.75,3.5,StonedTrippin
3.6,183557,,"Oct 04, 2015",3.5,3.5,3.5,,3.5,3.75,DOCRW
3.7,183557,,"Sep 10, 2015",4.25,4,3.75,,3.25,3.75,Fargrow
3.49,183557,,"Jul 27, 2015",3.5,3.25,3.5,,3.5,3.5,MIrvine
3.87,75401,,"May 07, 2015",4,4.25,3.75,,4,3.75,rdooley
3.35,75401,"Foeder II: Brewed Apr 2013 / Bottled Feb 2015. Served cold into a goblet and allowed to warm over the course of consumption.<br>
<br>
Truncated notes below:<br>
<br>
HEAD: Full and luscious, with good thickness and a nice even consistency. Good complexion. Creamy and frothy. Retention is average; this lasts for only 2 minutes. Leaves no lacing as it recedes. ~1 inch wide.<br>
<br>
BODY: Oddly, it's an opaque solid black. Not an ink black or jet black, but rather dark. I see no yeast or hop sediment.<br>
<br>
It's strangely dark for a sour, but the head is promising. Appears adequately carbonated.<br>
<br>
AROMA: Has plenty of wild ale characteristics, with wild ale yeasts, an eclectic sourness which isn't limited to the usual lactobacillus - but rather showcases pediococcus shockingly well, faint oak barrel, and hints of muted cherry fruit. It does suffer a bit from a minor dampened cardboard note - giving it a musty and surprisingly dry aroma, but overall the pediococcus alone has me interested in this beer. It's more tart than sour, and it isn't even that tart; you'd think they'd commit more to that given the cherry note. In any case, I'd guess the sourness is around a 3/10 in terms of intensity just from the aroma.<br>
<br>
Aromatic intensity is average.<br>
<br>
TASTE: Pediococcus bacteria is in control here, giving it a mild sourness (~2/10 in terms of intensity) which sour fans will find wanting. Its 9% ABV is shockingly well concealed. The cherry is muted to its detriment, and it lacks sufficient tartness. Slightly acetic, though more of an acetic pie crust character on par with Rodenbach would do wonders. I find no brettanomyces funkiness. I'm doubting lactobacillus was used, but such usage would definitely improve this beer - both by giving it more sourness and by lending the mouthfeel a needed acidic smackiness.<br>
<br>
The barrel is in the background, but it doesn't really integrate well into the base. The abovementioned dampened cardboard note does make an appearance - a byproduct of oversoaked oak wood. But the oak itself lends nothing to improve the beer aside from a weak generic musty wood note that I suppose lends the build some cohesion.<br>
<br>
Not tart or sour enough to appease the discerning sour drinker, but the pediococcus is nice. Compared to the best beers in the style, it's rather shallow and simple, with a subpar balance. I do like it in a general sense, but it leaves much to be desired.<br>
<br>
TEXTURE: Slightly acetic and definitely of above average acidity. Unrefreshing, medium-bodied, oddly dry and musty, and smooth. A sharper tangier more acidic feel would help complement the sour notes nicely, and a more smacky texture would help play up the pucker factor.<br>
<br>
There's no harmony of texture to taste, but this isn't badly executed by any stretch. A bit overcarbonated, sure, but overall it does an okay job complementing the taste.<br>
<br>
OVERALL: Not a bad first foray into wild fermentation, but way off the mark if 512 is hoping to compete with Jester King or even Real Ale in the Austin, TX market. I'll have no trouble finishing the entire 750ml bottle by myself, and I imagine that imperceptible 9% ABV will catch up to me. I wouldn't buy this again, especially at its extortionate price relative to its (lack of) quality, but it shows definite promise in terms of what we can expect from 512's wild/sour efforts in the future. I do have to ask - why weren't the brettanomyces yeast and pediococcus bacteria added during primary fermentation, instead of after?<br>
<br>
B- (3.35)<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">3,471 characters</span><br><br>","May 07, 2015",3.25,3,3.5,-11.4%,3.5,3.25,kojevergas
3.36,75401,,"Apr 13, 2015",3.75,4,3.5,-11.1%,3.5,3,tony2beers
4.25,75401,,"Apr 08, 2015",4.25,4.25,4.25,,4.25,4.25,Fabiand
3.25,95838,,"May 05, 2018",3.25,3.25,3.25,-4.1%,3.25,3.25,bdiiorio
3,95838,,"May 03, 2018",3,3,3,-11.5%,3,3,DerwinWentworth
3.15,95838,,"Apr 29, 2018",3.75,2.75,3.75,-7.1%,2.75,3,corywalston
3.67,211580,,"Aug 05, 2016",3.5,3.75,3.75,-4.7%,3.5,3.75,DrMindbender
3.31,211580,,"Aug 04, 2016",3.25,3.25,3.25,-14%,3.5,3.25,COR8RFAN
3.96,211580,,"Jul 18, 2016",4,4.25,4,,3.75,4,rolltide8425
3.93,211580,,"Jul 15, 2016",3.75,4.25,3.5,,3.75,4.25,sludgegnome
3.92,84174,,"Feb 11, 2018",4,4.25,4,-2.7%,4,3.75,Nkloos
4.03,84174,,"Jan 29, 2018",4.25,4.25,4.25,,3.75,4,shelby415
4,84174,,"Jan 28, 2018",4,4,4,-0.7%,4,4,SFC21
3.67,84174,,"Jan 16, 2018",3.5,4.5,3.75,-8.9%,3.75,3.5,SamuelMiller
4,84174,,"Jan 15, 2018",4,4,4,-0.7%,4,4,Beerbuddha
3.04,45496,"First go from this brewery. Pour appears black until the light hits, giving off a deep Ruby/Brown hue, accompanied by a very thin head that fades quite fast, along with very minimal lace.<br>
<br>
Smells of roasted grains, malt and caramel. Some vanilla as it warms. Following through on the taste spectrum is roasted grain, malts and caramel, accompanied by faint chocolate and grass. Some light banana from the yeast. Slightly nutty. Very thin and close to watery; gives off an almost dark soda-like feel. Smooth, dry.<br>
<br>
This one, for me, missed out on the rich, deep roasty aspect that I love in the Schwarzbier style. I can see they went for a different take on this one, but the styles seemed to clash and cause it to fall short. Not a bad beer, but there are a plethora of better ones of this style out there. Still grateful to try this one. Cheers.<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">846 characters</span><br><br>","Jun 05, 2016",2.5,3.5,3,-16.7%,3.25,3,anon
3.07,45496,,"Jun 03, 2016",3.5,4.5,3.25,-15.9%,2.5,3,natfiedler
3.24,45496,,"May 22, 2016",3,3.5,3.25,-11.2%,3.25,3.25,jsanmarco
3.68,45496,,"May 17, 2016",3.75,3.5,3.75,,3.5,3.75,devilmakesthree
3.73,45496,,"Apr 22, 2016",3.5,3.75,3.75,,3.75,3.75,Bunman3
4.5,43535,,"Jan 14, 2017",4.5,4.5,4.5,,4.5,4.5,Wiz99
3.89,43535,,"Jan 14, 2017",3.75,3.5,4,-4.2%,3.75,4,tbone1384
3.83,43535,"On tap at torchy's tacos, cedar park <br>
<br>
L:  gold, small white head<br>
<br>
S:  honey biscuit, orange <br>
<br>
T: malty bitter, hops are green grass and earthy<br>
<br>
F:  ale slick and full<br>
<br>
O: malty IPA with a good mix of sweet and bitter notes; the big biscuit malt flavor is a highlight<br><br><i class=""fas fa-align-left""></i> <span class=""muted"">267 characters</span><br><br>","Dec 11, 2016",3.75,4,3.75,-5.7%,4,3.75,Premo88
3.5,43535,,"Oct 30, 2016",3.5,3.5,3.5,-13.8%,3.5,3.5,aztraz
4.23,54905,,"Nov 22, 2015",4.5,4.5,4.25,,4,4.25,FalconCount
1.26,54905,,"Nov 20, 2015",1,1.5,1.25,-69.6%,1.75,1,aubzachsyd
4.23,54905,,"Nov 20, 2015",4,4.25,4.25,,4.25,4.25,Eddiehop
4.71,54905,,"Nov 18, 2015",5,5,4.75,,4,5,T_Davis
4.39,54905,,"Nov 15, 2015",4,4.25,4.25,,4.5,4.5,ExaltedNecrosis
